profile_id,manufacturer,model_family,instrument_class,capability_id,label_ko,category,operation,scpi,response_type,unit,risk_level,scope,verification,parameters_json,source_ids,note_ko
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,analyzer.vbw,비디오 대역폭 VBW,bandwidth,query,BAND:VID?,float,Hz,low,,source_code_confirmed,"[{""name"":""value"",""type"":""number_or_auto"",""unit"":""Hz""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,sweep.time,스윕 시간,sweep,set,SWE:TIME {value},,s,low,,source_code_confirmed,"[{""name"":""value"",""type"":""number_or_auto"",""unit"":""s""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,sweep.time,스윕 시간,sweep,query,SWE:TIME?,float,s,low,,source_code_confirmed,"[{""name"":""value"",""type"":""number_or_auto"",""unit"":""s""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,sweep.continuous,연속 스윕,sweep,set,INIT:CONT {state},,,low,,source_code_confirmed,"[{""mapping"":{""false"":""0"",""true"":""1""},""name"":""state"",""type"":""boolean""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,sweep.continuous,연속 스윕,sweep,query,INIT:CONT?,boolean,,low,,source_code_confirmed,"[{""mapping"":{""false"":""0"",""true"":""1""},""name"":""state"",""type"":""boolean""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,sweep.single,단일 스윕 및 완료 대기,sweep,execute,INIT; *WAI,,,low,,source_code_confirmed,[],pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,sweep.continue_single,단일 스윕 계속,sweep,execute,INIT:CONM; *WAI,,,low,,source_code_confirmed,[],pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,trace.mode,트레이스 모드,trace,set,DISP:TRAC:MODE {mode},,,low,,source_code_confirmed,"[{""choices"":[""WRIT"",""MAXH"",""MINH"",""AVER"",""VIEW""],""name"":""mode"",""type"":""enum""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,trace.mode,트레이스 모드,trace,query,DISP:TRAC:MODE?,string,,low,,source_code_confirmed,"[{""choices"":[""WRIT"",""MAXH"",""MINH"",""AVER"",""VIEW""],""name"":""mode"",""type"":""enum""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,marker.state,마커 ON/OFF,marker,set,CALC:MARK{marker}:STAT {state},,,low,marker,source_code_confirmed,"[{""maximum"":4,""minimum"":1,""name"":""marker"",""type"":""integer""},{""mapping"":{""false"":""OFF"",""true"":""ON""},""name"":""state"",""type"":""boolean""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,marker.frequency,마커 주파수,marker,set,CALC:MARK{marker}:X {value},,Hz,low,marker,source_code_confirmed,"[{""maximum"":4,""minimum"":1,""name"":""marker"",""type"":""integer""},{""name"":""value"",""type"":""float"",""unit"":""Hz""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,marker.frequency,마커 주파수,marker,query,CALC:MARK{marker}:X?,float,Hz,low,marker,source_code_confirmed,"[{""maximum"":4,""minimum"":1,""name"":""marker"",""type"":""integer""},{""name"":""value"",""type"":""float"",""unit"":""Hz""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,marker.amplitude,마커 레벨,marker,query,CALC:MARK{marker}:Y?,float,dBm,low,marker,source_code_confirmed,"[{""maximum"":4,""minimum"":1,""name"":""marker"",""type"":""integer""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,marker.peak_excursion,Peak excursion,marker,set,CALC:MARK{marker}:PEXC {value},,dB,low,marker,source_code_confirmed,"[{""maximum"":4,""minimum"":1,""name"":""marker"",""type"":""integer""},{""name"":""value"",""type"":""float"",""unit"":""dB""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,marker.peak_excursion,Peak excursion,marker,query,CALC:MARK{marker}:PEXC?,float,dB,low,marker,source_code_confirmed,"[{""maximum"":4,""minimum"":1,""name"":""marker"",""type"":""integer""},{""name"":""value"",""type"":""float"",""unit"":""dB""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,marker.assign_trace,마커-트레이스 연결,marker,execute,CALC:MARK{marker}:TRAC {trace},,,low,marker_trace,source_code_confirmed,"[{""maximum"":4,""minimum"":1,""name"":""marker"",""type"":""integer""},{""maximum"":6,""minimum"":1,""name"":""trace"",""type"":""integer""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,marker.peak_search,최대 Peak 탐색,marker,execute,CALC:MARK{marker}:MAX,,,low,marker,source_code_confirmed,"[{""maximum"":4,""minimum"":1,""name"":""marker"",""type"":""integer""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,marker.next_peak,다음 Peak 탐색,marker,execute,CALC:MARK{marker}:MAX:{direction},,,low,marker,source_code_confirmed,"[{""maximum"":4,""minimum"":1,""name"":""marker"",""type"":""integer""},{""choices"":[""LEFT"",""RIGHT""],""name"":""direction"",""type"":""enum""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,trace.read,활성 트레이스 데이터 읽기,trace,query,TRAC{trace}? TRACE{trace},float_array,,low,trace,source_code_confirmed,"[{""maximum"":6,""minimum"":1,""name"":""trace"",""type"":""integer""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,analyzer.auto.all,전체 자동 조정,analyzer,execute,:ADJ:ALL,,,medium,,source_code_confirmed,[],pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,analyzer.auto.frequency,중심주파수 자동 조정,analyzer,execute,:ADJ:FREQ,,,low,,source_code_confirmed,[],pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,analyzer.auto.level,기준레벨 자동 조정,analyzer,execute,:ADJ:LEV,,,low,,source_code_confirmed,[],pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,application.channel.list,측정 채널 목록,application,query,INST:LIST?,string_array,,low,,source_code_confirmed,[],pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,application.channel.create,측정 채널 생성,application,execute,"INST:CRE:NEW {channel_type}, '{channel_name}'",,,medium,,source_code_confirmed,"[{""choices"":[""PNOISE"",""SANALYZER""],""name"":""channel_type"",""type"":""enum""},{""name"":""channel_name"",""type"":""string""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,application.channel.delete,측정 채널 삭제,application,execute,INST:DEL '{channel_name}',,,medium,,source_code_confirmed,"[{""name"":""channel_name"",""type"":""string""}]",pymeasure_rs_fsseries,
rs_fsw,Rohde & Schwarz,FSW,signal_and_spectrum_analyzer,application.channel.select,측정 채널 선택,application,execute,INST:SEL '{channel_name}',,,low,,source_code_confirmed,"[{""name"":""channel_name"",""type"":""string""}]",pymeasure_rs_fsseries,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,analyzer.frequency.center,중심 주파수,frequency,set,:FREQ:CENT {value},,Hz,low,,source_code_confirmed,"[{""maximum"":44000000000.0,""minimum"":1000000.0,""name"":""value"",""type"":""float"",""unit"":""Hz""}]",qcodes_contrib_rs_fsv3013,드라이버 범위; 모델 옵션별 실제 상한 확인.
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,analyzer.frequency.center,중심 주파수,frequency,query,:FREQ:CENT?,float,Hz,low,,source_code_confirmed,"[{""maximum"":44000000000.0,""minimum"":1000000.0,""name"":""value"",""type"":""float"",""unit"":""Hz""}]",qcodes_contrib_rs_fsv3013,드라이버 범위; 모델 옵션별 실제 상한 확인.
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,analyzer.frequency.span,주파수 Span,frequency,set,:FREQ:SPAN {value},,Hz,low,,source_code_confirmed,"[{""maximum"":3200000000.0,""minimum"":1000.0,""name"":""value"",""type"":""float"",""unit"":""Hz""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,analyzer.frequency.span,주파수 Span,frequency,query,:FREQ:SPAN?,float,Hz,low,,source_code_confirmed,"[{""maximum"":3200000000.0,""minimum"":1000.0,""name"":""value"",""type"":""float"",""unit"":""Hz""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,display.reference_level,기준 레벨,display,set,:DISP:WIND:TRAC:Y:SCAL:RLEV {value},,dBm,low,,source_code_confirmed,"[{""maximum"":30,""minimum"":-120,""name"":""value"",""type"":""float"",""unit"":""dBm""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,display.reference_level,기준 레벨,display,query,:DISP:WIND:TRAC:Y:SCAL:RLEV?,float,dBm,low,,source_code_confirmed,"[{""maximum"":30,""minimum"":-120,""name"":""value"",""type"":""float"",""unit"":""dBm""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,analyzer.rbw,RBW,bandwidth,set,:BAND:RES {value},,Hz,low,,source_code_confirmed,"[{""maximum"":10000000.0,""minimum"":1,""name"":""value"",""type"":""float"",""unit"":""Hz""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,analyzer.rbw,RBW,bandwidth,query,:BAND:RES?,float,Hz,low,,source_code_confirmed,"[{""maximum"":10000000.0,""minimum"":1,""name"":""value"",""type"":""float"",""unit"":""Hz""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,analyzer.vbw,VBW,bandwidth,set,:BAND:VID {value},,Hz,low,,source_code_confirmed,"[{""maximum"":10000000.0,""minimum"":1,""name"":""value"",""type"":""float"",""unit"":""Hz""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,analyzer.vbw,VBW,bandwidth,query,:BAND:VID?,float,Hz,low,,source_code_confirmed,"[{""maximum"":10000000.0,""minimum"":1,""name"":""value"",""type"":""float"",""unit"":""Hz""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,sweep.time,스윕 시간,sweep,set,:SWE:TIME {value},,s,low,,source_code_confirmed,"[{""maximum"":10000,""minimum"":1e-06,""name"":""value"",""type"":""float"",""unit"":""s""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,sweep.time,스윕 시간,sweep,query,:SWE:TIME?,float,s,low,,source_code_confirmed,"[{""maximum"":10000,""minimum"":1e-06,""name"":""value"",""type"":""float"",""unit"":""s""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,sweep.continuous,연속 스윕,sweep,set,:INIT:CONT {state},,,low,,source_code_confirmed,"[{""choices"":[""ON"",""OFF""],""name"":""state"",""type"":""enum""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,sweep.continuous,연속 스윕,sweep,query,:INIT:CONT?,boolean,,low,,source_code_confirmed,"[{""choices"":[""ON"",""OFF""],""name"":""state"",""type"":""enum""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,trigger.source,트리거 소스,trigger,set,:TRIG:SOUR {source},,,low,,source_code_confirmed,"[{""choices"":[""IMM"",""EXT"",""VID""],""name"":""source"",""type"":""enum""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,trigger.source,트리거 소스,trigger,query,:TRIG:SOUR?,string,,low,,source_code_confirmed,"[{""choices"":[""IMM"",""EXT"",""VID""],""name"":""source"",""type"":""enum""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,trigger.level,트리거 레벨,trigger,set,:TRIG:LEV {value},,V,low,,source_code_confirmed,"[{""maximum"":5,""minimum"":-5,""name"":""value"",""type"":""float"",""unit"":""V""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,trigger.level,트리거 레벨,trigger,query,:TRIG:LEV?,float,V,low,,source_code_confirmed,"[{""maximum"":5,""minimum"":-5,""name"":""value"",""type"":""float"",""unit"":""V""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,correction.state,보정 ON/OFF,correction,set,:CORR:STAT {state},,,low,,source_code_confirmed,"[{""choices"":[""ON"",""OFF""],""name"":""state"",""type"":""enum""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,correction.state,보정 ON/OFF,correction,query,:CORR:STAT?,boolean,,low,,source_code_confirmed,"[{""choices"":[""ON"",""OFF""],""name"":""state"",""type"":""enum""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,input.impedance,입력 임피던스,input,set,:INP:IMP {value},,Ohm,low,,source_code_confirmed,"[{""choices"":[50,75],""name"":""value"",""type"":""enum"",""unit"":""Ohm""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,input.impedance,입력 임피던스,input,query,:INP:IMP?,float,Ohm,low,,source_code_confirmed,"[{""choices"":[50,75],""name"":""value"",""type"":""enum"",""unit"":""Ohm""}]",qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,measurement.initiate,측정 시작,measurement,execute,:INIT:IMM,,,low,,source_code_confirmed,[],qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,measurement.acp_power.fetch,ACP 파워 결과 읽기,measurement,query,:FETCH:POW:ACP?,float,dBm,low,,source_code_confirmed,[],qcodes_contrib_rs_fsv3013,
rs_fsv_fsva,Rohde & Schwarz,FSV/FSVA legacy (FW 3.60),signal_and_spectrum_analyzer,system.reset,초기화,system,execute,*RST,,,medium,,source_code_confirmed,[],qcodes_contrib_rs_fsv3013,
keysight_e36312a,Keysight,E36300 Series,dc_power_supply,channel.voltage.setpoint,채널 출력 전압,source,set,"VOLT {value}, (@{channel})",,V,high,channel,source_code_confirmed,"[{""maximum"":3,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":25,""minimum"":0,""name"":""value"",""type"":""float"",""unit"":""V""}]",pymeasure_keysight_e36312a,"채널 1: 0~6 V, 채널 2·3: 0~25 V."
keysight_e36312a,Keysight,E36300 Series,dc_power_supply,channel.voltage.setpoint,채널 출력 전압,source,query,VOLT? (@{channel}),float,V,high,channel,source_code_confirmed,"[{""maximum"":3,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":25,""minimum"":0,""name"":""value"",""type"":""float"",""unit"":""V""}]",pymeasure_keysight_e36312a,"채널 1: 0~6 V, 채널 2·3: 0~25 V."
keysight_e36312a,Keysight,E36300 Series,dc_power_supply,channel.current.limit,채널 전류 한계,source,set,"CURR {value}, (@{channel})",,A,high,channel,source_code_confirmed,"[{""maximum"":3,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":5,""minimum"":0,""name"":""value"",""type"":""float"",""unit"":""A""}]",pymeasure_keysight_e36312a,"채널 1: 0~5 A, 채널 2·3: 0~1 A."
keysight_e36312a,Keysight,E36300 Series,dc_power_supply,channel.current.limit,채널 전류 한계,source,query,CURR? (@{channel}),float,A,high,channel,source_code_confirmed,"[{""maximum"":3,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":5,""minimum"":0,""name"":""value"",""type"":""float"",""unit"":""A""}]",pymeasure_keysight_e36312a,"채널 1: 0~5 A, 채널 2·3: 0~1 A."
keysight_e36312a,Keysight,E36300 Series,dc_power_supply,channel.measure.voltage,채널 실제 전압,measurement,query,MEASure:VOLTage? (@{channel}),float,V,low,channel,source_code_confirmed,"[{""maximum"":3,""minimum"":1,""name"":""channel"",""type"":""integer""}]",pymeasure_keysight_e36312a,
keysight_e36312a,Keysight,E36300 Series,dc_power_supply,channel.measure.current,채널 실제 전류,measurement,query,MEAS:CURRent? (@{channel}),float,A,low,channel,source_code_confirmed,"[{""maximum"":3,""minimum"":1,""name"":""channel"",""type"":""integer""}]",pymeasure_keysight_e36312a,
keysight_e36312a,Keysight,E36300 Series,dc_power_supply,channel.output.state,채널 출력 ON/OFF,output,set,"OUTPut {state}, (@{channel})",,,high,channel,source_code_confirmed,"[{""maximum"":3,""minimum"":1,""name"":""channel"",""type"":""integer""},{""mapping"":{""false"":""0"",""true"":""1""},""name"":""state"",""type"":""boolean""}]",pymeasure_keysight_e36312a,
keysight_e36312a,Keysight,E36300 Series,dc_power_supply,channel.output.state,채널 출력 ON/OFF,output,query,OUTPut? (@{channel}),boolean,,high,channel,source_code_confirmed,"[{""maximum"":3,""minimum"":1,""name"":""channel"",""type"":""integer""},{""mapping"":{""false"":""0"",""true"":""1""},""name"":""state"",""type"":""boolean""}]",pymeasure_keysight_e36312a,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.shape,파형 종류,waveform,set,SOUR{channel}:FUNC {shape},,,low,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""choices"":[""SIN"",""SQU"",""TRI"",""RAMP"",""PULS"",""PRBS"",""NOIS"",""ARB"",""DC""],""name"":""shape"",""type"":""enum""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.shape,파형 종류,waveform,query,SOUR{channel}:FUNC?,string,,low,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""choices"":[""SIN"",""SQU"",""TRI"",""RAMP"",""PULS"",""PRBS"",""NOIS"",""ARB"",""DC""],""name"":""shape"",""type"":""enum""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.frequency,파형 주파수,waveform,set,SOUR{channel}:FREQ {value},,Hz,medium,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":120000000.0,""minimum"":1e-06,""name"":""value"",""type"":""float"",""unit"":""Hz""}]",pymeasure_agilent_33500,모델·파형에 따라 실제 상한이 동적.
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.frequency,파형 주파수,waveform,query,SOUR{channel}:FREQ?,float,Hz,medium,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":120000000.0,""minimum"":1e-06,""name"":""value"",""type"":""float"",""unit"":""Hz""}]",pymeasure_agilent_33500,모델·파형에 따라 실제 상한이 동적.
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.amplitude,출력 진폭,waveform,set,SOUR{channel}:VOLT {value},,V,high,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":10,""minimum"":0.01,""name"":""value"",""type"":""float"",""unit"":""V""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.amplitude,출력 진폭,waveform,query,SOUR{channel}:VOLT?,float,V,high,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":10,""minimum"":0.01,""name"":""value"",""type"":""float"",""unit"":""V""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.amplitude.unit,진폭 단위,waveform,set,SOUR{channel}:VOLT:UNIT {unit},,,low,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""choices"":[""VPP"",""VRMS"",""DBM""],""name"":""unit"",""type"":""enum""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.amplitude.unit,진폭 단위,waveform,query,SOUR{channel}:VOLT:UNIT?,string,,low,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""choices"":[""VPP"",""VRMS"",""DBM""],""name"":""unit"",""type"":""enum""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.offset,DC Offset,waveform,set,SOUR{channel}:VOLT:OFFS {value},,V,high,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":4.995,""minimum"":-4.995,""name"":""value"",""type"":""float"",""unit"":""V""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.offset,DC Offset,waveform,query,SOUR{channel}:VOLT:OFFS?,float,V,high,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":4.995,""minimum"":-4.995,""name"":""value"",""type"":""float"",""unit"":""V""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.voltage.high,상한 전압,waveform,set,SOUR{channel}:VOLT:HIGH {value},,V,high,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":5,""minimum"":-4.999,""name"":""value"",""type"":""float"",""unit"":""V""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.voltage.high,상한 전압,waveform,query,SOUR{channel}:VOLT:HIGH?,float,V,high,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":5,""minimum"":-4.999,""name"":""value"",""type"":""float"",""unit"":""V""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.voltage.low,하한 전압,waveform,set,SOUR{channel}:VOLT:LOW {value},,V,high,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":4.999,""minimum"":-5,""name"":""value"",""type"":""float"",""unit"":""V""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.voltage.low,하한 전압,waveform,query,SOUR{channel}:VOLT:LOW?,float,V,high,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":4.999,""minimum"":-5,""name"":""value"",""type"":""float"",""unit"":""V""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.phase,파형 위상,waveform,set,SOUR{channel}:PHAS {value},,deg,low,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":360,""minimum"":-360,""name"":""value"",""type"":""float"",""unit"":""deg""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.phase,파형 위상,waveform,query,SOUR{channel}:PHAS?,float,deg,low,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":360,""minimum"":-360,""name"":""value"",""type"":""float"",""unit"":""deg""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.square.duty_cycle,구형파 듀티비,waveform,set,SOUR{channel}:FUNC:SQU:DCYC {value},,%,low,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":99.98,""minimum"":0.01,""name"":""value"",""type"":""float"",""unit"":""%""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.square.duty_cycle,구형파 듀티비,waveform,query,SOUR{channel}:FUNC:SQU:DCYC?,float,%,low,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":99.98,""minimum"":0.01,""name"":""value"",""type"":""float"",""unit"":""%""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.pulse.period,펄스 주기,waveform,set,SOUR{channel}:FUNC:PULS:PER {value},,s,low,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":1000000.0,""minimum"":3.3e-08,""name"":""value"",""type"":""float"",""unit"":""s""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.pulse.period,펄스 주기,waveform,query,SOUR{channel}:FUNC:PULS:PER?,float,s,low,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":1000000.0,""minimum"":3.3e-08,""name"":""value"",""type"":""float"",""unit"":""s""}]",pymeasure_agilent_33500,
keysight_33500_series,Keysight / Agilent,33500 Series,function_arbitrary_waveform_generator,waveform.pulse.width,펄스 폭,waveform,set,SOUR{channel}:FUNC:PULS:WIDT {value},,s,low,channel,source_code_confirmed,"[{""maximum"":2,""minimum"":1,""name"":""channel"",""type"":""integer""},{""maximum"":1000000.0,""minimum"":1.6e-08,""name"":""value"",""type"":""float"",""unit"":""s""}]",pymeasure_agilent_33500,
